storm_name,datetime,longitude_t,latitude_t,wind_speed_t,wind_direction_t,pressure_t,humidity_t,sea_surface_temp_t,month,longitude_t+1,latitude_t+1
Katrina,2005-08-23 14:00:00,-47.38920072,6.295883082,83.67808072,22.69287996,969.6589171,60.44409901,30.59994391,8,-47.80719225,5.812299218
Katrina,2005-08-23 15:00:00,-47.80719225,5.812299218,126.862202,188.3920577,1008.343024,64.65933382,26.9139788,8,-48.17111597,5.524550654
Katrina,2005-08-23 16:00:00,-48.17111597,5.524550654,87.9518167,250.5792934,905.8152965,67.22193843,31.60252312,8,-47.96187186,5.266073763
Katrina,2005-08-23 17:00:00,-47.96187186,5.266073763,86.19760444,282.4848524,925.2141575,92.28282705,27.36343624,8,-47.58330762,5.675141898
Katrina,2005-08-23 18:00:00,-47.58330762,5.675141898,146.7077988,168.305222,943.7210348,99.45795484,26.79845643,8,-47.97339596,5.591147038
Katrina,2005-08-23 19:00:00,-47.97339596,5.591147038,147.0879279,190.5577409,971.1917898,78.945034,30.29601694,8,-48.40932375,5.524132583
Katrina,2005-08-23 20:00:00,-48.40932375,5.524132583,101.8848408,230.3564695,901.5478813,95.3774507,29.96871069,8,-47.96984963,5.325927126
Katrina,2005-08-23 21:00:00,-47.96984963,5.325927126,122.1951373,213.2624675,982.5988379,80.34369966,31.54947242,8,-47.70876296,5.095331306
Katrina,2005-08-23 22:00:00,-47.70876296,5.095331306,232.2365909,181.667672,933.4423723,64.31035242,28.03031998,8,-47.41053898,5.182789494
Katrina,2005-08-23 23:00:00,-47.41053898,5.182789494,205.0160056,200.4714209,935.3168667,61.73215055,29.90754341,8,-47.66683104,5.096170107
Katrina,2005-08-24 00:00:00,-47.66683104,5.096170107,96.16362799,337.559487,935.256044,85.76814145,26.98553688,8,-47.99174819,5.230527726
Katrina,2005-08-24 01:00:00,-47.99174819,5.230527726,178.4986649,98.2779337,924.2895351,89.32969086,26.96211727,8,-48.36019991,5.725102726
Katrina,2005-08-24 02:00:00,-48.36019991,5.725102726,157.1642408,166.782449,963.5525143,83.40753365,28.60501974,8,-48.11393155,5.423452031
Katrina,2005-08-24 03:00:00,-48.11393155,5.423452031,69.2663534,21.75627883,915.4908184,81.03839578,31.48429167,8,-48.12272251,5.400432283
Katrina,2005-08-24 04:00:00,-48.12272251,5.400432283,207.1864784,49.03850086,900.3494964,67.38337558,29.6463811,8,-47.64352409,5.141022447
Katrina,2005-08-24 05:00:00,-47.64352409,5.141022447,146.0037785,225.1519851,924.6065908,82.94172847,28.15877347,8,-48.03883242,5.211854311
Katrina,2005-08-24 06:00:00,-48.03883242,5.211854311,234.3658832,240.0966383,910.7600551,85.31802402,27.35934441,8,-47.93706177,4.720506655
Katrina,2005-08-24 07:00:00,-47.93706177,4.720506655,166.6623126,224.6420117,927.3873007,76.72933337,31.21981311,8,-48.24688595,4.83607803
Katrina,2005-08-24 08:00:00,-48.24688595,4.83607803,228.2274337,254.7754557,999.1205273,80.57386177,26.72692843,8,-48.3377529,4.597563055
Katrina,2005-08-24 09:00:00,-48.3377529,4.597563055,87.50659054,193.0545583,999.4542859,83.11085789,29.97845382,8,-48.64828933,4.923275327
Katrina,2005-08-24 10:00:00,-48.64828933,4.923275327,79.97176795,49.70422529,950.5201837,98.12313412,29.20304634,8,-49.00243344,4.549779644
Katrina,2005-08-24 11:00:00,-49.00243344,4.549779644,123.0343256,31.88084211,988.3670939,97.95977176,28.55334711,8,-49.22930248,5.010986674
Katrina,2005-08-24 12:00:00,-49.22930248,5.010986674,87.32501807,38.42424881,941.9052812,95.47796431,31.93906261,8,-49.71397203,4.616165095
Katrina,2005-08-24 13:00:00,-49.71397203,4.616165095,224.7855782,170.5470898,918.0999746,63.74180707,29.15734832,8,-49.81876575,4.982269817
Katrina,2005-08-24 14:00:00,-49.81876575,4.982269817,135.4108887,136.158204,912.883048,90.29001516,29.59541529,8,-49.34063356,4.80824719
Katrina,2005-08-24 15:00:00,-49.34063356,4.80824719,63.97335386,52.76128179,993.4202116,72.31444771,30.17244833,8,-48.96990375,4.904368117
Katrina,2005-08-24 16:00:00,-48.96990375,4.904368117,194.5218457,274.3854003,930.5333431,83.80902139,29.92856109,8,-48.97759391,5.368365599
Katrina,2005-08-24 17:00:00,-48.97759391,5.368365599,143.605534,129.7385891,997.3392729,60.30070092,31.61056874,8,-48.50542643,5.201085034
Katrina,2005-08-24 18:00:00,-48.50542643,5.201085034,95.68755253,300.2358226,934.0712989,85.78396378,31.39392339,8,-48.6571512,5.485844929
Katrina,2005-08-24 19:00:00,-48.6571512,5.485844929,231.534179,258.4413755,908.2706296,73.19323848,29.27291236,8,-48.57239013,5.54546114
Katrina,2005-08-24 20:00:00,-48.57239013,5.54546114,134.3149872,39.17499832,939.7580291,76.79065166,26.3464178,8,-48.07819869,5.431542374
Katrina,2005-08-24 21:00:00,-48.07819869,5.431542374,238.868869,94.62747326,965.4703271,77.81801988,29.18622387,8,-48.4923332,5.015161667
Katrina,2005-08-24 22:00:00,-48.4923332,5.015161667,114.1184937,350.2189449,903.5034698,62.85607796,30.24402858,8,-48.67602973,4.925717107
Katrina,2005-08-24 23:00:00,-48.67602973,4.925717107,193.8844611,159.962557,918.2471454,77.23704317,29.19923335,8,-48.61297135,5.191429728
Katrina,2005-08-25 00:00:00,-48.61297135,5.191429728,206.8170022,103.02263,988.1102087,75.68616893,29.34971985,8,-48.38638376,5.504953736
Katrina,2005-08-25 01:00:00,-48.38638376,5.504953736,111.6499654,172.1110251,922.84469,76.29318193,26.21911258,8,-47.93476518,5.700551741
Katrina,2005-08-25 02:00:00,-47.93476518,5.700551741,84.77224515,191.6712325,985.4648039,97.63831121,26.57955383,8,-48.08763722,6.027413138
Katrina,2005-08-25 03:00:00,-48.08763722,6.027413138,192.5568426,45.87959309,910.1806112,72.87856634,28.22301642,8,-48.25040135,5.54722174
Katrina,2005-08-25 04:00:00,-48.25040135,5.54722174,182.8777396,274.775689,952.6782404,62.02936992,31.94184066,8,-48.52392861,5.209108541
Katrina,2005-08-25 05:00:00,-48.52392861,5.209108541,99.09351631,2.825840197,959.6883396,80.81114731,29.36890956,8,-48.53721086,4.801214284
Katrina,2005-08-25 06:00:00,-48.53721086,4.801214284,177.1951721,142.9981912,966.8340767,94.89142148,30.12221797,8,-48.37730415,4.763272184
Katrina,2005-08-25 07:00:00,-48.37730415,4.763272184,215.1563008,71.52748538,927.3167934,88.00243919,30.01770518,8,-48.01859937,4.491384024
Katrina,2005-08-25 08:00:00,-48.01859937,4.491384024,231.6523878,350.5732425,936.3093013,71.25973076,30.89258582,8,-47.81943751,4.145855087
Katrina,2005-08-25 09:00:00,-47.81943751,4.145855087,192.7819635,169.2957723,943.6084385,67.06415071,30.07524117,8,-48.14093743,4.443809782
Katrina,2005-08-25 10:00:00,-48.14093743,4.443809782,211.7522813,107.6585766,995.9256903,96.55592577,28.07745223,8,-47.89224656,4.464078937
Katrina,2005-08-25 11:00:00,-47.89224656,4.464078937,183.1603891,11.05295587,956.9295227,86.37522754,29.3147047,8,-47.91776694,4.133734192
Katrina,2005-08-25 12:00:00,-47.91776694,4.133734192,166.2385239,84.36293996,970.590627,84.84526673,29.84143923,8,-48.33070543,4.197220193
Katrina,2005-08-25 13:00:00,-48.33070543,4.197220193,202.0645144,220.0093672,1005.619804,97.0765704,30.52591733,8,-48.39049315,4.625532658
Katrina,2005-08-25 14:00:00,-48.39049315,4.625532658,86.69721617,197.916256,968.1704804,74.28108497,29.10073184,8,-48.23674567,4.148735719
Katrina,2005-08-25 15:00:00,-48.23674567,4.148735719,136.321906,270.0661054,944.9505451,77.08498163,30.7514837,8,-48.50317432,3.823030848
Katrina,2005-08-25 16:00:00,-48.50317432,3.823030848,101.9732614,81.76324535,902.6920111,79.10595754,31.57270476,8,-48.47123815,3.880983671
Katrina,2005-08-25 17:00:00,-48.47123815,3.880983671,145.9567888,342.6172319,972.4094434,73.96096459,31.06503116,8,-48.06429044,4.199166187
Katrina,2005-08-25 18:00:00,-48.06429044,4.199166187,243.9044605,121.8075231,908.9184857,84.4702895,29.80665743,8,-48.42707807,3.982095732
Katrina,2005-08-25 19:00:00,-48.42707807,3.982095732,72.62412724,343.2686423,999.2613777,66.01174804,30.94370973,8,-48.4721993,3.854821202
Katrina,2005-08-25 20:00:00,-48.4721993,3.854821202,242.7547462,158.1416461,979.0612227,97.69145187,26.74133301,8,-48.78180109,4.293111204
Katrina,2005-08-25 21:00:00,-48.78180109,4.293111204,246.3057536,31.42895982,906.3138978,68.61630365,30.86210174,8,-49.1276814,3.920237096
Katrina,2005-08-25 22:00:00,-49.1276814,3.920237096,221.385768,128.9533361,901.3660687,81.08204635,28.05078704,8,-49.27178874,3.673788189
Katrina,2005-08-25 23:00:00,-49.27178874,3.673788189,181.0332836,225.5113384,985.9420037,96.88075402,31.7578295,8,-49.54431375,3.539206246
Katrina,2005-08-26 00:00:00,-49.54431375,3.539206246,244.9217376,156.2260469,907.251358,69.31812691,29.7415772,8,-49.30879005,3.104985293
Katrina,2005-08-26 01:00:00,-49.30879005,3.104985293,198.9425934,92.39889279,921.3569344,62.57840801,28.17150128,8,-49.13948206,3.48560028
Katrina,2005-08-26 02:00:00,-49.13948206,3.48560028,63.00909388,234.6321991,954.8705705,76.27976635,31.16160102,8,-49.58893803,3.922748944
Katrina,2005-08-26 03:00:00,-49.58893803,3.922748944,153.399231,47.3602775,939.2728541,70.86310017,27.47118997,8,-49.28264597,3.794413923
Katrina,2005-08-26 04:00:00,-49.28264597,3.794413923,80.64302736,316.0628712,983.729121,87.63383061,29.0404319,8,-49.00614013,4.152901406
Katrina,2005-08-26 05:00:00,-49.00614013,4.152901406,101.5539687,131.0642174,904.1059815,91.22795251,27.06835405,8,-49.1206194,4.097092654
Katrina,2005-08-26 06:00:00,-49.1206194,4.097092654,209.6476811,157.8833827,933.2606649,75.22750788,28.32025117,8,-48.81157336,4.530667487
Katrina,2005-08-26 07:00:00,-48.81157336,4.530667487,231.9469967,131.7476253,903.0759986,79.07553678,30.55145692,8,-49.27044079,4.071454019
Katrina,2005-08-26 08:00:00,-49.27044079,4.071454019,67.50096124,171.3683587,949.7455986,89.36896826,26.9691923,8,-49.08438321,4.157112432
Katrina,2005-08-26 09:00:00,-49.08438321,4.157112432,242.5121906,261.3842057,987.2372726,89.93515816,27.46391004,8,-49.18701031,4.269900822
Katrina,2005-08-26 10:00:00,-49.18701031,4.269900822,232.8957739,108.2048131,1004.159486,69.77387425,27.86705717,8,-48.87846666,3.805774506
Katrina,2005-08-26 11:00:00,-48.87846666,3.805774506,127.144353,202.7397075,930.4741103,69.98074616,28.25985368,8,-49.24051462,3.712036692
Katrina,2005-08-26 12:00:00,-49.24051462,3.712036692,123.5427587,96.82383074,905.750896,78.91582724,27.70750788,8,-49.7283015,3.386591101
Katrina,2005-08-26 13:00:00,-49.7283015,3.386591101,195.2438348,67.41341499,922.4841425,67.42037648,28.79369693,8,-49.37728931,2.887658226
Katrina,2005-08-26 14:00:00,-49.37728931,2.887658226,230.2660751,285.3579751,1009.672884,61.72554045,30.70039943,8,-49.22726499,3.180143136
Katrina,2005-08-26 15:00:00,-49.22726499,3.180143136,62.88863803,162.4122577,932.005678,75.19536641,31.53750296,8,-49.70786167,3.07761783
Katrina,2005-08-26 16:00:00,-49.70786167,3.07761783,99.79876258,21.61488425,932.7322216,97.77210644,26.25601024,8,-50.09462291,3.231201777
Katrina,2005-08-26 17:00:00,-50.09462291,3.231201777,247.8081389,90.9480027,981.8041015,76.09722257,27.82582456,8,-49.77272543,3.501729999
Katrina,2005-08-26 18:00:00,-49.77272543,3.501729999,153.1772838,14.72302992,990.8846073,66.43265873,28.36264426,8,-49.54626544,3.467204997
Katrina,2005-08-26 19:00:00,-49.54626544,3.467204997,189.0304966,235.6552078,985.6358847,86.96438042,31.47370369,8,-49.66271415,3.136767019
Katrina,2005-08-26 20:00:00,-49.66271415,3.136767019,120.6462319,105.075332,921.5124524,70.94126525,28.9409243,8,-49.35966078,2.728741676
Katrina,2005-08-26 21:00:00,-49.35966078,2.728741676,70.36762335,314.6023542,933.6618013,79.47992994,31.9912124,8,-49.59908774,2.614145045
Katrina,2005-08-26 22:00:00,-49.59908774,2.614145045,63.11847324,42.1695356,924.2290403,90.42480694,27.29265643,8,-49.43643366,2.319360128
Katrina,2005-08-26 23:00:00,-49.43643366,2.319360128,227.348235,283.864792,987.3208143,69.05573701,30.58369962,8,-49.17612022,2.194684556
Katrina,2005-08-27 00:00:00,-49.17612022,2.194684556,109.5677117,217.9849121,964.295143,75.78925756,31.37284072,8,-49.30558735,2.374269379
Katrina,2005-08-27 01:00:00,-49.30558735,2.374269379,120.9893869,215.928794,947.8650817,63.99639343,30.08768955,8,-49.40216082,2.444664177
Katrina,2005-08-27 02:00:00,-49.40216082,2.444664177,141.4086591,310.6823762,963.6214072,78.30236274,31.07820713,8,-49.21057585,2.377957716
Katrina,2005-08-27 03:00:00,-49.21057585,2.377957716,172.3662095,35.24023745,923.4505417,81.90075099,29.38513887,8,-48.83534001,2.619230425
Irma,2000-08-05 00:00:00,-79.38802276,5.953938036,142.2568888,227.5452791,965.5440386,65.93360814,31.53903663,8,-79.55817281,6.068139087
Irma,2000-08-05 01:00:00,-79.55817281,6.068139087,74.48935254,110.2512327,950.7820119,66.4598526,27.19035863,8,-79.41127987,6.440155037
Irma,2000-08-05 02:00:00,-79.41127987,6.440155037,242.3437363,154.6480324,935.4198812,89.90114918,31.08349748,8,-79.78373984,6.395953313
Irma,2000-08-05 03:00:00,-79.78373984,6.395953313,202.5462943,111.557471,995.1101467,91.48698855,29.08213389,8,-79.75094631,5.960034267
Irma,2000-08-05 04:00:00,-79.75094631,5.960034267,146.6749364,206.789633,903.5170869,82.36004762,29.14261267,8,-79.78571971,5.833247297
Irma,2000-08-05 05:00:00,-79.78571971,5.833247297,81.46194972,294.7299865,1008.071787,62.99019691,26.88352374,8,-79.66636241,5.982590078
Irma,2000-08-05 06:00:00,-79.66636241,5.982590078,140.4528607,324.5953761,957.6986702,73.73350897,27.31232132,8,-79.22134225,5.55613337
Irma,2000-08-05 07:00:00,-79.22134225,5.55613337,70.74625014,146.6892069,937.7713503,73.80469917,30.3752294,8,-78.80454317,5.768262651
Irma,2000-08-05 08:00:00,-78.80454317,5.768262651,84.93519705,109.0970973,939.3478941,71.27422729,27.02244982,8,-79.28246281,5.413017482
Irma,2000-08-05 09:00:00,-79.28246281,5.413017482,209.7580693,327.1522807,996.3285158,62.38882328,26.60452171,8,-79.76714824,5.893042243
Irma,2000-08-05 10:00:00,-79.76714824,5.893042243,126.0182725,325.9632283,1008.60442,69.9940799,29.93709419,8,-79.29903671,5.835248105
Irma,2000-08-05 11:00:00,-79.29903671,5.835248105,204.5201919,165.2772248,999.4453616,70.64085933,27.36403411,8,-79.63072318,6.108176934
Irma,2000-08-05 12:00:00,-79.63072318,6.108176934,116.9928499,102.7021158,926.1935832,71.71012171,30.38892996,8,-79.51032984,5.950469747
Irma,2000-08-05 13:00:00,-79.51032984,5.950469747,197.6596972,60.17039442,966.4857841,90.95517621,28.48425524,8,-79.93244664,5.604505024
Irma,2000-08-05 14:00:00,-79.93244664,5.604505024,196.407193,7.880232869,908.3849091,70.47442137,26.96549716,8,-79.67249982,5.550457839
Irma,2000-08-05 15:00:00,-79.67249982,5.550457839,66.18482318,231.512873,982.2874006,62.88215073,26.30651742,8,-79.7158331,5.548242131
Irma,2000-08-05 16:00:00,-79.7158331,5.548242131,188.1092942,36.96223723,1004.767658,90.1820705,27.08702448,8,-79.2986869,5.063185218
Irma,2000-08-05 17:00:00,-79.2986869,5.063185218,92.21927591,241.7043482,940.7213493,71.74610258,31.95514316,8,-78.82616119,5.493771806
Irma,2000-08-05 18:00:00,-78.82616119,5.493771806,195.2450242,278.7289344,909.9349883,83.16208797,31.46552111,8,-79.07377532,5.826508133
Irma,2000-08-05 19:00:00,-79.07377532,5.826508133,216.6167305,69.01854715,997.7521087,99.63696028,30.05551497,8,-78.71692204,5.335192181
Irma,2000-08-05 20:00:00,-78.71692204,5.335192181,105.5167062,346.0790848,929.3025017,77.40173989,27.82148581,8,-78.7442625,5.537163102
Irma,2000-08-05 21:00:00,-78.7442625,5.537163102,180.5277012,49.00254084,914.5967502,99.88794193,27.97321525,8,-78.74512479,6.014420427
Irma,2000-08-05 22:00:00,-78.74512479,6.014420427,101.2195794,15.58443203,992.1348461,78.61874275,30.48200281,8,-78.7489013,5.601148217
Irma,2000-08-05 23:00:00,-78.7489013,5.601148217,206.9097366,190.8905413,984.7206305,90.96057574,30.77935313,8,-78.98804831,5.465501977
Irma,2000-08-06 00:00:00,-78.98804831,5.465501977,89.50050584,158.8666032,997.6752199,73.8499592,29.84193347,8,-79.20079731,5.592972275
Irma,2000-08-06 01:00:00,-79.20079731,5.592972275,149.9011623,164.8502577,900.3899083,90.94348141,29.32002449,8,-78.8359829,5.495837269
Irma,2000-08-06 02:00:00,-78.8359829,5.495837269,181.1190698,212.2815526,976.8168527,74.47823452,27.61467373,8,-78.71394821,5.551069407
Irma,2000-08-06 03:00:00,-78.71394821,5.551069407,73.47652168,105.9586952,1009.051642,81.05068989,29.2527516,8,-78.80985401,5.975051137
Irma,2000-08-06 04:00:00,-78.80985401,5.975051137,94.73840092,202.2854674,919.250577,80.90527003,27.88736828,8,-79.25428452,5.521923755
Irma,2000-08-06 05:00:00,-79.25428452,5.521923755,114.4774728,58.21786251,905.4819426,67.91838599,30.01058774,8,-79.13463472,5.699793711
Irma,2000-08-06 06:00:00,-79.13463472,5.699793711,195.2459497,48.00342939,955.7169076,82.46460022,27.5716681,8,-79.21387507,6.003075881
Irma,2000-08-06 07:00:00,-79.21387507,6.003075881,138.4843363,110.1979812,947.3868586,85.35148523,26.04836703,8,-78.7443373,6.502074932
Irma,2000-08-06 08:00:00,-78.7443373,6.502074932,165.7694826,107.8670822,957.4232278,74.80985238,30.62779622,8,-79.0250579,6.059092052
Irma,2000-08-06 09:00:00,-79.0250579,6.059092052,184.6120607,309.5233165,993.2937379,85.43714498,26.86421165,8,-79.32288726,5.797710804
Irma,2000-08-06 10:00:00,-79.32288726,5.797710804,60.0602988,208.6536418,986.9615387,61.78426582,29.12486825,8,-79.02494193,6.029476221
Irma,2000-08-06 11:00:00,-79.02494193,6.029476221,92.34539404,260.7937163,906.6127168,88.18630464,30.22267256,8,-79.40666873,6.038095513
Irma,2000-08-06 12:00:00,-79.40666873,6.038095513,225.3962952,47.56564459,1003.395461,72.95038773,30.92841308,8,-79.3478428,6.116436391
Irma,2000-08-06 13:00:00,-79.3478428,6.116436391,79.07275542,179.2284939,968.4475378,69.22899966,31.21936063,8,-79.56545376,5.962216661
Irma,2000-08-06 14:00:00,-79.56545376,5.962216661,224.3248628,63.84549199,916.9611154,70.42371054,30.96222012,8,-79.18296217,6.178626608
Irma,2000-08-06 15:00:00,-79.18296217,6.178626608,173.3116567,245.3013318,950.8201199,99.94230938,27.94263712,8,-79.42243261,5.691984972
Irma,2000-08-06 16:00:00,-79.42243261,5.691984972,122.7500483,292.4164426,958.3823938,89.18592133,26.1224734,8,-79.42978361,5.946109569
Irma,2000-08-06 17:00:00,-79.42978361,5.946109569,154.7846021,115.5668197,923.0029203,89.80676627,26.02589529,8,-79.53445848,6.059932887
Irma,2000-08-06 18:00:00,-79.53445848,6.059932887,167.5416753,43.64053119,1008.45417,93.64579828,29.92628531,8,-79.2666834,5.961332203
Irma,2000-08-06 19:00:00,-79.2666834,5.961332203,172.049109,284.7547751,992.5489648,99.30543664,31.84439244,8,-79.35244698,5.586543209
Irma,2000-08-06 20:00:00,-79.35244698,5.586543209,208.244764,103.754442,962.486706,76.48322011,26.40520067,8,-79.35810937,5.525591169
Irma,2000-08-06 21:00:00,-79.35810937,5.525591169,193.9324293,313.2642625,943.9596538,84.72483664,28.30502337,8,-79.25458188,5.809146605
Irma,2000-08-06 22:00:00,-79.25458188,5.809146605,223.9927468,176.2434415,970.5643278,80.46583975,30.75036449,8,-79.06511911,5.478862355
Irma,2000-08-06 23:00:00,-79.06511911,5.478862355,205.1109201,296.623462,916.2889362,77.67133783,28.47017552,8,-79.38555965,5.03217012
Irma,2000-08-07 00:00:00,-79.38555965,5.03217012,181.6265574,273.263719,968.0873885,78.03414523,27.83085619,8,-78.9589671,5.522119188
Irma,2000-08-07 01:00:00,-78.9589671,5.522119188,202.9128174,293.3236842,902.5767107,72.13162478,27.34498827,8,-78.50739746,5.585205377
Irma,2000-08-07 02:00:00,-78.50739746,5.585205377,125.1894314,176.652389,919.9854238,66.41182118,29.04945562,8,-78.42605692,5.178968072
Irma,2000-08-07 03:00:00,-78.42605692,5.178968072,153.4274646,39.64244846,922.9637946,83.95865586,28.34755802,8,-78.84694863,5.066865065
Irma,2000-08-07 04:00:00,-78.84694863,5.066865065,146.3007727,303.94127,920.7817858,98.08648877,29.08649681,8,-78.54703014,4.728460746
Irma,2000-08-07 05:00:00,-78.54703014,4.728460746,74.00360807,283.9006795,1006.609641,87.7593766,28.64644362,8,-78.99978279,5.178513537
Irma,2000-08-07 06:00:00,-78.99978279,5.178513537,174.6959122,264.7114581,957.5493381,60.27594653,30.29682544,8,-79.07088436,5.296992011
Irma,2000-08-07 07:00:00,-79.07088436,5.296992011,128.6127006,244.52965,903.6663871,75.82881294,27.0535048,8,-78.66425998,5.223397699
Irma,2000-08-07 08:00:00,-78.66425998,5.223397699,86.97481541,306.1871367,972.7248617,61.07793232,31.17073373,8,-78.25340859,5.235604111
Irma,2000-08-07 09:00:00,-78.25340859,5.235604111,216.8606885,280.7461812,911.0633967,62.29693767,27.38994373,8,-78.55910242,5.710269286
Irma,2000-08-07 10:00:00,-78.55910242,5.710269286,224.5774045,245.5472377,943.6932759,79.1772147,29.54504216,8,-78.32431779,5.312340037
Irma,2000-08-07 11:00:00,-78.32431779,5.312340037,226.7858518,108.9413919,975.3214324,67.86073318,28.12595904,8,-78.10245474,5.286177328
Irma,2000-08-07 12:00:00,-78.10245474,5.286177328,213.7827769,223.083319,918.8172471,90.2807024,29.98233804,8,-78.40882963,5.481600281
Irma,2000-08-07 13:00:00,-78.40882963,5.481600281,242.2631603,227.6602556,978.4188507,63.07113484,31.09628194,8,-78.55392074,5.319104943
Irma,2000-08-07 14:00:00,-78.55392074,5.319104943,70.12983691,108.3229334,955.864985,93.62315302,26.42780407,8,-78.99729605,4.861318554
Irma,2000-08-07 15:00:00,-78.99729605,4.861318554,230.7597879,302.9372847,926.7440258,63.78583155,26.27017755,8,-78.63261293,4.369142847
Irma,2000-08-07 16:00:00,-78.63261293,4.369142847,137.4162467,341.3785432,923.6391449,73.57982776,28.2306686,8,-78.82180087,4.208265832
Irma,2000-08-07 17:00:00,-78.82180087,4.208265832,219.9733478,184.1611828,993.6786634,61.99046521,30.34542629,8,-78.66759145,4.547060761
Irma,2000-08-07 18:00:00,-78.66759145,4.547060761,199.5032215,312.445157,983.2734985,99.34962257,27.54109352,8,-78.20500009,4.364196664
Irma,2000-08-07 19:00:00,-78.20500009,4.364196664,71.90158787,12.12892325,986.3495558,72.24957652,26.32674825,8,-78.09948497,4.290889441
Irma,2000-08-07 20:00:00,-78.09948497,4.290889441,168.9366277,110.8513324,933.7347448,84.2634574,27.20154643,8,-78.30650464,3.9729221
Irma,2000-08-07 21:00:00,-78.30650464,3.9729221,242.9399884,228.6328521,928.4095828,93.44245732,28.07940596,8,-77.94158876,3.748400813
Irma,2000-08-07 22:00:00,-77.94158876,3.748400813,145.666884,331.2337157,970.8876386,96.56055256,30.35643464,8,-77.73620928,4.089974037
Irma,2000-08-07 23:00:00,-77.73620928,4.089974037,183.050018,244.3924882,915.3264234,67.21637585,31.00337478,8,-77.32568597,4.513169599
Irma,2000-08-08 00:00:00,-77.32568597,4.513169599,166.8772929,30.33563236,915.8738253,75.97420472,26.54862411,8,-77.09053951,4.064292355
Irma,2000-08-08 01:00:00,-77.09053951,4.064292355,216.8116199,207.3646745,973.4872052,79.74753549,31.37169522,8,-77.1931052,3.584172171
Irma,2000-08-08 02:00:00,-77.1931052,3.584172171,190.6838496,70.6302504,956.1899451,60.83257414,30.62850853,8,-77.04942174,3.442493753
Irma,2000-08-08 03:00:00,-77.04942174,3.442493753,214.5694034,349.6425574,966.598118,91.45110413,26.71170387,8,-77.20160459,3.645665617
Irma,2000-08-08 04:00:00,-77.20160459,3.645665617,119.6544386,102.5947546,997.8572435,71.79581771,26.27770867,8,-76.88215535,3.475193897
Irma,2000-08-08 05:00:00,-76.88215535,3.475193897,165.2603146,158.2031916,948.9381255,73.77519035,28.44482888,8,-76.71464486,3.772452268
Irma,2000-08-08 06:00:00,-76.71464486,3.772452268,167.7173034,192.3200608,988.907022,63.49602591,28.5363601,8,-76.7027609,3.652543238
Irma,2000-08-08 07:00:00,-76.7027609,3.652543238,64.93630929,353.5614473,937.4493112,76.97418355,26.94681207,8,-76.49654632,4.005345765
Irma,2000-08-08 08:00:00,-76.49654632,4.005345765,137.6117615,109.7561677,983.1743142,95.86295167,29.00307475,8,-76.14072724,4.063507999
Irma,2000-08-08 09:00:00,-76.14072724,4.063507999,104.4790286,312.1244379,967.0591859,76.64345784,27.8626349,8,-76.09787747,4.094283805
Irma,2000-08-08 10:00:00,-76.09787747,4.094283805,192.337016,102.1218158,930.5055296,81.46116041,26.89947601,8,-76.4249394,4.206038772
Irma,2000-08-08 11:00:00,-76.4249394,4.206038772,137.2265029,196.1889669,932.0327138,67.61935913,29.45399213,8,-76.32551264,4.541189341
